sku,is_added,is_updated,category,cost_price,brand,type,attributes,is_main_product,main_product,slug,tags,name,color,image,more_images,description,size,price,discount_type,discount_value,pack_size,tax,max_quantity,stock_count,variant_status,status,is_stock,is_discount,is_hot,is_best,is_most,intrastat
TM-DG-ACS-1267-KT-2521,1,`,`,59.99,`,`,Brend:Samsung;Model:Samsung S25 Ultra;Örtüyün materialı:Silikon;Növ:Çexol;Rəng:Qara;MagSafe dəstəyi:Yox;Uyğun olan brend:Samsung,0,`,qoruyucu-örtük-samsung-galaxy-s25-ultra-ef-ps938cbegru-black,#Samsung #Galaxy #S25 #Ultra,Qoruyucu örtük Samsung Galaxy S25 Ultra EF-PS938CBEGRU Black,Qara,"https://imagedelivery.net/6xZ2gdbIq4j34kSGM6PEuA/34bd88f7-fe9c-4eda-e7de-600baa87d100/w=auto,q=auto,f=auto","https://imagedelivery.net/6xZ2gdbIq4j34kSGM6PEuA/34bd88f7-fe9c-4eda-e7de-600baa87d100/w=auto,q=auto,f=auto;https://imagedelivery.net/6xZ2gdbIq4j34kSGM6PEuA/7e03e150-ad81-4213-d78a-ee620d030600/w=auto,q=auto,f=auto;https://imagedelivery.net/6xZ2gdbIq4j34kSGM6PEuA/ed04586b-222c-4fa7-5101-826320f2b500/w=auto,q=auto,f=auto;https://imagedelivery.net/6xZ2gdbIq4j34kSGM6PEuA/c6bec344-97a9-40d3-07d9-2e0bd6ed3f00/w=auto,q=auto,f=auto;https://imagedelivery.net/6xZ2gdbIq4j34kSGM6PEuA/838f43ed-bc19-4cda-f291-ca3259d72b00/w=auto,q=auto,f=auto",Qoruyucu örtük Samsung Galaxy S25 Ultra EF-PS938CBEGRU Black,,59.99,`,`,`,`,5,50,1,1,1,0,0,0,0,`
TM-DG-ACS-1109-TW-0640,1,`,`,249.99,`,`,"Qulaqlığın növü:İçlik;Maksimal işləmə müddəti:24 saatadək;Musiqi dinləmə müddəti:5 saatadək;Danışıq müddəti:3.5 saatadək;Enerji yığma müddəti:2.5 saatadək;Batareyanın həcmi:515 mAh;Özəlliklər:Suyadavamlılıq;Mikrofon:Var;Qoşulma növü:TWS (tam simsiz);Rəng:Grey;Komplektasiya:Qulaqlıq, şarj qutusu, təlimat kitabçası;Part nömrə:SM-R530NZAACIS;Brend:Samsung;Zəmanət:12 ay",0,`,qulaqlıq-samsung-galaxy-buds-3-sm-r530nzaacis-gray,#Samsung #Galaxy,Qulaqlıq Samsung Galaxy Buds 3 SM-R530NZAACIS Gray,Grey,"https://imagedelivery.net/6xZ2gdbIq4j34kSGM6PEuA/a678cd47-e5e2-4f05-0234-f3b2f4ab4200/w=auto,q=auto,f=auto","https://imagedelivery.net/6xZ2gdbIq4j34kSGM6PEuA/a678cd47-e5e2-4f05-0234-f3b2f4ab4200/w=auto,q=auto,f=auto;https://imagedelivery.net/6xZ2gdbIq4j34kSGM6PEuA/364a8bcf-9524-459b-ddc0-a51594105600/w=auto,q=auto,f=auto;https://imagedelivery.net/6xZ2gdbIq4j34kSGM6PEuA/f2725b50-30e8-4be8-60a3-ece261b81600/w=auto,q=auto,f=auto;https://imagedelivery.net/6xZ2gdbIq4j34kSGM6PEuA/4471fd64-e535-4ad0-47a8-700a80b3ba00/w=auto,q=auto,f=auto;https://imagedelivery.net/6xZ2gdbIq4j34kSGM6PEuA/92a26700-f285-4eb7-5a0d-1c60038a0f00/w=auto,q=auto,f=auto;https://imagedelivery.net/6xZ2gdbIq4j34kSGM6PEuA/6961056e-6dd9-46b1-2d5c-3ca19afdd400/w=auto,q=auto,f=auto",Qulaqlıq Samsung Galaxy Buds 3 SM-R530NZAACIS Gray,,299.99,`,50.0,`,`,5,50,1,1,1,1,0,0,0,`
TM-DG-ACS-1109-TW-0642,1,`,`,399.99,`,`,"Qulaqlığın növü:İçlik;Maksimal işləmə müddəti:30 saatadək;Musiqi dinləmə müddəti:6 saatadək;Danışıq müddəti:4.5 saatadək;Enerji yığma müddəti:2.5 saatadək;Batareyanın həcmi:515 mAh;Özəlliklər:360 Audio;Mikrofon:Var;Qoşulma növü:TWS (tam simsiz);Rəng:Grey;Komplektasiya:Qulaqlıq, şarj qutusu, təlimat kitabçası;Part nömrə:SM-R630NZAACIS;Brend:Samsung;Zəmanət:12 ay",0,`,qulaqlıq-samsung-galaxy-buds-3-pro-sm-r630nzaacis-gray,#Samsung #Galaxy,Qulaqlıq Samsung Galaxy Buds 3 Pro SM-R630NZAACIS Gray,Grey,"https://imagedelivery.net/6xZ2gdbIq4j34kSGM6PEuA/4cdfe482-12f9-4ac4-7a9b-791bad533f00/w=auto,q=auto,f=auto","https://imagedelivery.net/6xZ2gdbIq4j34kSGM6PEuA/4cdfe482-12f9-4ac4-7a9b-791bad533f00/w=auto,q=auto,f=auto;https://imagedelivery.net/6xZ2gdbIq4j34kSGM6PEuA/a5f121a2-af2d-491e-a5dd-7ccdfddd1400/w=auto,q=auto,f=auto;https://imagedelivery.net/6xZ2gdbIq4j34kSGM6PEuA/74512be5-cc77-442a-615c-f24610ece500/w=auto,q=auto,f=auto;https://imagedelivery.net/6xZ2gdbIq4j34kSGM6PEuA/3b971081-1e3d-40cb-5e39-7b4753d87400/w=auto,q=auto,f=auto;https://imagedelivery.net/6xZ2gdbIq4j34kSGM6PEuA/87ba9c2a-b9b6-455f-79b2-80f138aa6500/w=auto,q=auto,f=auto;https://imagedelivery.net/6xZ2gdbIq4j34kSGM6PEuA/809df516-0581-4077-05b1-1432e76d0900/w=auto,q=auto,f=auto",Qulaqlıq Samsung Galaxy Buds 3 Pro SM-R630NZAACIS Gray,,449.99,`,50.0,`,`,5,50,1,1,1,1,0,0,0,`
TM-DG-ACS-1109-TW-0643,1,`,`,399.99,`,`,"Qulaqlığın növü:İçlik;Maksimal işləmə müddəti:30 saatadək;Musiqi dinləmə müddəti:6 saatadək;Danışıq müddəti:4.5 saatadək;Enerji yığma müddəti:2.5 saatadək;Batareyanın həcmi:515 mAh;Özəlliklər:360 Audio;Mikrofon:Var;Qoşulma növü:TWS (tam simsiz);Rəng:White;Komplektasiya:Qulaqlıq, şarj qutusu, təlimat kitabçası;Part nömrə:SM-R630NZWACIS;Brend:Samsung;Zəmanət:12 ay",0,`,qulaqlıq-samsung-galaxy-buds-3-pro-sm-r630nzwacis-white,#Samsung #Galaxy,Qulaqlıq Samsung Galaxy Buds 3 Pro SM-R630NZWACIS White,White,"https://imagedelivery.net/6xZ2gdbIq4j34kSGM6PEuA/3ab0895b-9e0b-4972-cb52-efe6195d8700/w=auto,q=auto,f=auto","https://imagedelivery.net/6xZ2gdbIq4j34kSGM6PEuA/3ab0895b-9e0b-4972-cb52-efe6195d8700/w=auto,q=auto,f=auto;https://imagedelivery.net/6xZ2gdbIq4j34kSGM6PEuA/a1921225-99e5-49b7-ea77-e7b37671f700/w=auto,q=auto,f=auto;https://imagedelivery.net/6xZ2gdbIq4j34kSGM6PEuA/122241a6-1d72-486b-aaf9-de9583e11800/w=auto,q=auto,f=auto;https://imagedelivery.net/6xZ2gdbIq4j34kSGM6PEuA/d63c5f9e-ed80-4609-9014-30a9487ec700/w=auto,q=auto,f=auto;https://imagedelivery.net/6xZ2gdbIq4j34kSGM6PEuA/b4cd21d3-629e-4f22-fd13-e37d3666f400/w=auto,q=auto,f=auto;https://imagedelivery.net/6xZ2gdbIq4j34kSGM6PEuA/aee6c044-1796-45cc-34de-ea16e7c83f00/w=auto,q=auto,f=auto",Qulaqlıq Samsung Galaxy Buds 3 Pro SM-R630NZWACIS White,,449.99,`,50.0,`,`,5,50,1,1,1,1,0,0,0,`
TM-DG-ACS-1109-TW-0641,1,`,`,249.99,`,`,"Qulaqlığın növü:İçlik;Maksimal işləmə müddəti:24 saatadək;Musiqi dinləmə müddəti:5 saatadək;Danışıq müddəti:3.5 saatadək;Enerji yığma müddəti:2.5 saatadək;Batareyanın həcmi:515 mAh;Özəlliklər:Suyadavamlılıq;Mikrofon:Var;Qoşulma növü:TWS (tam simsiz);Rəng:White;Komplektasiya:Qulaqlıq, şarj qutusu, təlimat kitabçası;Part nömrə:SM-R530NZWACIS;Brend:Samsung;Zəmanət:12 ay",0,`,qulaqlıq-samsung-galaxy-buds-3-sm-r530nzwacis-white,#Samsung #Galaxy,Qulaqlıq Samsung Galaxy Buds 3 SM-R530NZWACIS  White,White,"https://imagedelivery.net/6xZ2gdbIq4j34kSGM6PEuA/8a989361-a1ab-43bf-f872-c95a59f77a00/w=auto,q=auto,f=auto","https://imagedelivery.net/6xZ2gdbIq4j34kSGM6PEuA/8a989361-a1ab-43bf-f872-c95a59f77a00/w=auto,q=auto,f=auto;https://imagedelivery.net/6xZ2gdbIq4j34kSGM6PEuA/52f78486-f6d5-44f8-bc37-e0e6f357e200/w=auto,q=auto,f=auto;https://imagedelivery.net/6xZ2gdbIq4j34kSGM6PEuA/bb917d80-7ee5-48ee-6ef8-409f91ba7700/w=auto,q=auto,f=auto;https://imagedelivery.net/6xZ2gdbIq4j34kSGM6PEuA/898c265d-67a0-4972-8a57-422e15ebab00/w=auto,q=auto,f=auto;https://imagedelivery.net/6xZ2gdbIq4j34kSGM6PEuA/273c7c0b-5437-4e31-ba78-740215de4500/w=auto,q=auto,f=auto;https://imagedelivery.net/6xZ2gdbIq4j34kSGM6PEuA/ada8d91e-cdf9-420d-02be-a7ae328c8b00/w=auto,q=auto,f=auto;https://imagedelivery.net/6xZ2gdbIq4j34kSGM6PEuA/176f187d-8861-47ea-0d27-03c855ab9e00/w=auto,q=auto,f=auto",Qulaqlıq Samsung Galaxy Buds 3 SM-R530NZWACIS  White,,299.99,`,50.0,`,`,5,50,1,1,1,1,0,0,0,`
TM-DG-ACS-1109-TW-0807,1,`,`,89.99,`,`,"Qulaqlığın növü:İçlik;Maksimal işləmə müddəti:35 saatadək;Musiqi dinləmə müddəti:6 saatadək;Danışıq müddəti:6 saatadək;Enerji yığma müddəti:2 saatadək;Batareyanın həcmi:500 mAh;Özəlliklər:Aktiv səs izolyasiyası;Mikrofon:Var;Qoşulma növü:TWS (tam simsiz);Rəng:Qara;Komplektasiya:Qulaqlıq, şarj qutusu, kabel, təlimat kitabçası;Part nömrə:SM-R410NZKACIS;Brend:Samsung;Zəmanət:12 ay",0,`,qulaqlıq-samsung-galaxy-buds-core-sm-r410nzkacis-black,#Samsung #Galaxy,Qulaqlıq Samsung Galaxy Buds Core SM-R410NZKACIS Black,Qara,"https://imagedelivery.net/6xZ2gdbIq4j34kSGM6PEuA/43e7fcf9-0713-4504-5818-acc097fad100/w=auto,q=auto,f=auto","https://imagedelivery.net/6xZ2gdbIq4j34kSGM6PEuA/43e7fcf9-0713-4504-5818-acc097fad100/w=auto,q=auto,f=auto;https://imagedelivery.net/6xZ2gdbIq4j34kSGM6PEuA/ea085fde-ebe7-4f8e-b957-23c510697e00/w=auto,q=auto,f=auto;https://imagedelivery.net/6xZ2gdbIq4j34kSGM6PEuA/96730bfc-97ee-4e50-cbae-befb8c8ec300/w=auto,q=auto,f=auto;https://imagedelivery.net/6xZ2gdbIq4j34kSGM6PEuA/35fae5c4-81ed-49cf-a490-8a76e4694800/w=auto,q=auto,f=auto;https://imagedelivery.net/6xZ2gdbIq4j34kSGM6PEuA/bd068477-721d-47f0-749d-ab47e55aab00/w=auto,q=auto,f=auto;https://imagedelivery.net/6xZ2gdbIq4j34kSGM6PEuA/58423563-9954-467d-192b-c55f30b49800/w=auto,q=auto,f=auto",Qulaqlıq Samsung Galaxy Buds Core SM-R410NZKACIS Black,,99.99,`,10.0,`,`,5,50,1,1,1,1,0,0,0,`
TM-DG-ACS-1109-TW-0481,1,`,`,159.99,`,`,"Qulaqlığın növü:İçlik;Maksimal işləmə müddəti:30 saatadək;Musiqi dinləmə müddəti:6 saatadək;Danışıq müddəti:3.5 saatadək;Enerji yığma müddəti:2 saatadək;Batareyanın həcmi:479 mAh;Özəlliklər:Aktiv səs izolyasiyası;Mikrofon:Var;Qoşulma növü:TWS (tam simsiz);Rəng:Grey;Komplektasiya:Qulaqlıq, şarj qutusu, kabel, təlimat kitabçası;Part nömrə:SM-R400NZAACIS;Brend:Samsung;Zəmanət:12 ay",0,`,qulaqlıq-samsung-galaxy-buds-fe-sm-r400nzaacis-gray,#Samsung #Galaxy #FE,Qulaqlıq Samsung Galaxy Buds FE SM-R400NZAACIS Gray,Grey,"https://imagedelivery.net/6xZ2gdbIq4j34kSGM6PEuA/85184b63-e34f-4939-c88e-1b6732e97800/w=auto,q=auto,f=auto","https://imagedelivery.net/6xZ2gdbIq4j34kSGM6PEuA/85184b63-e34f-4939-c88e-1b6732e97800/w=auto,q=auto,f=auto;https://imagedelivery.net/6xZ2gdbIq4j34kSGM6PEuA/f9ad2716-87bc-4a8c-54e1-46abf59d1600/w=auto,q=auto,f=auto;https://imagedelivery.net/6xZ2gdbIq4j34kSGM6PEuA/4813e84e-305e-4207-1a74-16136b7acd00/w=auto,q=auto,f=auto;https://imagedelivery.net/6xZ2gdbIq4j34kSGM6PEuA/4e1ff67c-63f7-4c9b-9fb6-ec33d8b4ca00/w=auto,q=auto,f=auto;https://imagedelivery.net/6xZ2gdbIq4j34kSGM6PEuA/cd76d75b-cb73-4479-5b76-ce2ed493cf00/w=auto,q=auto,f=auto;https://imagedelivery.net/6xZ2gdbIq4j34kSGM6PEuA/7b422297-9862-451f-2295-74b96d121900/w=auto,q=auto,f=auto;https://imagedelivery.net/6xZ2gdbIq4j34kSGM6PEuA/a984fcbf-726a-4686-2a1f-9cd1576b6e00/w=auto,q=auto,f=auto;https://imagedelivery.net/6xZ2gdbIq4j34kSGM6PEuA/94afb6b6-adc0-48dd-ba24-e5e726dc8b00/w=auto,q=auto,f=auto;https://imagedelivery.net/6xZ2gdbIq4j34kSGM6PEuA/62575e1a-24ef-4800-94c7-396fb2e4b100/w=auto,q=auto,f=auto",Qulaqlıq Samsung Galaxy Buds FE SM-R400NZAACIS Gray,,179.99,`,20.0,`,`,5,50,1,1,1,1,0,0,0,`
TM-DG-SBP-1105-SM-3654,1,`,`,229.99,`,`,"Brend:Samsung;Daxili yaddaş:128 GB;Operativ yaddaş:4 GB;Əsas kamera:50 MP + 2 MP;Ön kamera:8 MP;Nüvə sayı:8;SIM-kart növü:Nano SIM;SIM-kart sayı:2;Prosessorun adı:MediaTek;Əməliyyat sistemi:Android;Əməliyyat sistemin versiyası:Android 15;NFC:Yox;Prosessorun növü:MediaTek Helio G99;Displey növü:PLS LCD;Simsiz enerji:Yox;İnfraqırmızı port:Yox;Üz tanıma:Var;Sürətli enerji yığma:Yox;Qorunma dərəcəsi:Yox;Görüntü imkanı:720 × 1600;Ölçülər:-;Yaddaş kartı dəstəyi:Var;Barometr:Yox;Giroskop:Yox;İşıq sensoru:Var;Yaxınlaşdırma sensoru:Var;Optik sabitləşmə:Yox;Video formatı:1080p;Bluetooth versiyası:5.3;Avtofokus əsas kamera:Var;Video icazəsi və kadr tezliyi:1080p, 30-60 kadr/s;Video asta çəkiliş:Var;Rəng:Black;Enerji toplama növü:USB Type-C;Qulaqlıq interfeysi:3.5 mm (mini jack);Batareya növü:Li-Po;Çıxarıla bilən batareya:Yox;Akselerometr:Var;Enerji yığma gücü:15 Vt;Batareyanın həcmi:5000 mAh;İstehsal ili:2025;Barmaq izi oxuyucusu:Korpusda;Korpusun materiali:Plastik;Komplektasiya:Smartfon, USB-C kabeli, Məlumat kitabçası;Seriya:Samsung Galaxy A07;Zəmanət:12 ay;Şəbəkə standartı:4G;Ekran:6.7""",0,`,samsung-galaxy-a07-sm-a075-4128-gb-black,#Samsung #Galaxy #128GB,Samsung Galaxy A07 (SM-A075) 4/128 GB Black,Black,"https://imagedelivery.net/6xZ2gdbIq4j34kSGM6PEuA/c8154853-436a-44ae-4a1f-2f0ebbedbf00/w=auto,q=auto,f=auto","https://imagedelivery.net/6xZ2gdbIq4j34kSGM6PEuA/c8154853-436a-44ae-4a1f-2f0ebbedbf00/w=auto,q=auto,f=auto;https://imagedelivery.net/6xZ2gdbIq4j34kSGM6PEuA/acaba1a3-894c-47e9-cf96-d0ed5d034400/w=auto,q=auto,f=auto;https://imagedelivery.net/6xZ2gdbIq4j34kSGM6PEuA/ee97b41b-7af7-4d41-c713-39f4d8b06c00/w=auto,q=auto,f=auto;https://imagedelivery.net/6xZ2gdbIq4j34kSGM6PEuA/cd49eea0-da53-43b5-dac8-a54c8a358d00/w=auto,q=auto,f=auto;https://imagedelivery.net/6xZ2gdbIq4j34kSGM6PEuA/29870c8e-6b91-4fcc-678c-ab70dddd5800/w=auto,q=auto,f=auto",Samsung Galaxy A07 (SM-A075) 4/128 GB Black,128 GB,259.99,`,30.0,`,`,5,50,1,1,1,1,0,0,0,`
TM-DG-SBP-1105-SM-3655,1,`,`,249.99,`,`,"Brend:Samsung;Daxili yaddaş:128 GB;Operativ yaddaş:6 GB;Əsas kamera:50 MP + 2 MP;Ön kamera:8 MP;Nüvə sayı:8;SIM-kart növü:Nano SIM;SIM-kart sayı:2;Prosessorun adı:MediaTek;Əməliyyat sistemi:Android;Əməliyyat sistemin versiyası:Android 15;NFC:Yox;Prosessorun növü:MediaTek Helio G99;Displey növü:PLS LCD;Simsiz enerji:Yox;İnfraqırmızı port:Yox;Üz tanıma:Var;Sürətli enerji yığma:Yox;Qorunma dərəcəsi:Yox;Görüntü imkanı:720 × 1600;Ölçülər:-;Yaddaş kartı dəstəyi:Var;Barometr:Yox;Giroskop:Yox;İşıq sensoru:Var;Yaxınlaşdırma sensoru:Var;Optik sabitləşmə:Yox;Video formatı:1080p;Bluetooth versiyası:5.3;Avtofokus əsas kamera:Var;Video icazəsi və kadr tezliyi:1080p, 30-60 kadr/s;Video asta çəkiliş:Var;Rəng:Black;Enerji toplama növü:USB Type-C;Qulaqlıq interfeysi:3.5 mm (mini jack);Batareya növü:Li-Po;Çıxarıla bilən batareya:Yox;Akselerometr:Var;Enerji yığma gücü:15 Vt;Batareyanın həcmi:5000 mAh;İstehsal ili:2025;Barmaq izi oxuyucusu:Korpusda;Korpusun materiali:Plastik;Komplektasiya:Smartfon, USB-C kabeli, Məlumat kitabçası;Seriya:Samsung Galaxy A07;Zəmanət:12 ay;Şəbəkə standartı:4G;Ekran:6.7""",0,`,samsung-galaxy-a07-sm-a075-6128-gb-black,#Samsung #Galaxy #128GB,Samsung Galaxy A07 (SM-A075) 6/128 GB Black,Black,"https://imagedelivery.net/6xZ2gdbIq4j34kSGM6PEuA/95ad9185-1f5b-4477-f44f-b040d79ff000/w=auto,q=auto,f=auto","https://imagedelivery.net/6xZ2gdbIq4j34kSGM6PEuA/95ad9185-1f5b-4477-f44f-b040d79ff000/w=auto,q=auto,f=auto;https://imagedelivery.net/6xZ2gdbIq4j34kSGM6PEuA/83289c0c-3232-46b4-f3eb-f7b2fc122600/w=auto,q=auto,f=auto;https://imagedelivery.net/6xZ2gdbIq4j34kSGM6PEuA/3b99d916-e2f9-4df2-5bed-ce59806af600/w=auto,q=auto,f=auto;https://imagedelivery.net/6xZ2gdbIq4j34kSGM6PEuA/9ecade0c-3b96-439a-0548-631788704e00/w=auto,q=auto,f=auto;https://imagedelivery.net/6xZ2gdbIq4j34kSGM6PEuA/9a0c9c40-3b25-4fd0-208e-c00218ff8000/w=auto,q=auto,f=auto",Samsung Galaxy A07 (SM-A075) 6/128 GB Black,128 GB,279.99,`,30.0,`,`,5,50,1,1,1,1,0,0,0,`
TM-DG-SBP-1105-SM-3649,1,`,`,249.99,`,`,"Brend:Samsung;Daxili yaddaş:128 GB;Operativ yaddaş:6 GB;Əsas kamera:50 MP + 2 MP;Ön kamera:8 MP;Nüvə sayı:8;SIM-kart növü:Nano SIM;SIM-kart sayı:-;Prosessorun adı:MediaTek;Əməliyyat sistemi:Android;Əməliyyat sistemin versiyası:Android 15;NFC:Yox;Prosessorun növü:MediaTek Helio G99;Displey növü:PLS LCD;Simsiz enerji:Yox;İnfraqırmızı port:Yox;Üz tanıma:Var;Sürətli enerji yığma:Yox;Qorunma dərəcəsi:Yox;Görüntü imkanı:720 × 1600;Ölçülər:-;Yaddaş kartı dəstəyi:Var;Barometr:-;Giroskop:-;İşıq sensoru:-;Yaxınlaşdırma sensoru:Var;Optik sabitləşmə:Yox;Video formatı:1080p;Bluetooth versiyası:5.3;Avtofokus əsas kamera:Var;Video icazəsi və kadr tezliyi:1080p, 30-60 kadr/s;Video asta çəkiliş:Var;Rəng:Light Violet;Enerji toplama növü:USB Type-C;Qulaqlıq interfeysi:3.5 mm (mini jack);Batareya növü:-;Çıxarıla bilən batareya:Yox;Akselerometr:Var;Enerji yığma gücü:15 Vt;Batareyanın həcmi:5000 mAh;İstehsal ili:2025;Barmaq izi oxuyucusu:Korpusda;Korpusun materiali:Plastik;Komplektasiya:-;Seriya:Samsung Galaxy A07;Zəmanət:12 ay;Şəbəkə standartı:4G;Ekran:6.7""",0,`,samsung-galaxy-a07-sm-a075-6128-gb-light-violet,#Samsung #Galaxy #128GB,Samsung Galaxy A07 (SM-A075) 6/128 GB Light Violet,Light Violet,"https://imagedelivery.net/6xZ2gdbIq4j34kSGM6PEuA/99e59879-d217-4989-cb5b-808f50ea5100/w=auto,q=auto,f=auto","https://imagedelivery.net/6xZ2gdbIq4j34kSGM6PEuA/99e59879-d217-4989-cb5b-808f50ea5100/w=auto,q=auto,f=auto;https://imagedelivery.net/6xZ2gdbIq4j34kSGM6PEuA/838691e4-3970-4c65-2bc7-e54890750600/w=auto,q=auto,f=auto;https://imagedelivery.net/6xZ2gdbIq4j34kSGM6PEuA/5595204f-0c25-44fb-9101-a76537955000/w=auto,q=auto,f=auto;https://imagedelivery.net/6xZ2gdbIq4j34kSGM6PEuA/5c52c396-4cf9-4811-46a1-6b7cc85fdc00/w=auto,q=auto,f=auto;https://imagedelivery.net/6xZ2gdbIq4j34kSGM6PEuA/51e4a98a-1771-458d-53fc-3f1dd9615f00/w=auto,q=auto,f=auto",Samsung Galaxy A07 (SM-A075) 6/128 GB Light Violet,128 GB,279.99,`,30.0,`,`,5,50,1,1,1,1,0,0,0,`
